,geo_code,Secondary (high) school diploma or equivalency certificate,"College, CEGEP or other non-university certificate or diploma",University certificate or diploma below bachelor level,Bachelor's degree,"Degree in medicine, dentistry, veterinary medicine or optometry",Master's degree,Earned doctorate
1359,35250508,30,30,10,45,15,25,15
1361,35250509,40,40,0,60,10,25,15
1363,35250510,30,30,0,60,0,15,10
1365,35250511,60,60,0,45,0,25,10
1367,35250512,40,40,0,30,0,10,10
1369,35250513,35,35,0,45,10,10,10
1371,35250514,25,25,0,110,55,35,30
1373,35250515,35,35,0,55,10,0,0
1375,35250516,70,70,0,30,10,25,0
1377,35250517,35,35,10,15,0,0,0
1379,35250518,25,25,0,25,0,10,0
1381,35250519,65,65,0,25,0,0,0
1383,35250520,55,55,0,30,0,0,10
1385,35250521,75,75,0,30,0,15,0
1387,35250522,20,20,0,15,0,10,0
1389,35250523,30,30,10,15,0,10,0
1391,35250524,25,25,10,15,0,0,0
1393,35250525,30,30,0,10,0,15,10
1395,35250526,60,60,0,30,0,10,10
1397,35250527,25,25,0,10,0,0,0
1399,35250528,45,45,0,20,0,0,0
1401,35250529,25,25,10,10,0,10,0
1403,35250530,45,45,15,10,0,0,0
1405,35250531,50,50,10,10,0,0,0
1407,35250532,30,30,0,10,0,10,0
1409,35250533,45,45,0,20,10,0,0
1411,35250534,50,50,0,0,0,0,0
1413,35250535,35,35,0,20,0,15,0
1415,35250536,35,35,0,25,0,0,0
1417,35250537,70,70,0,20,0,0,0
1419,35250538,75,75,10,25,0,10,0
1421,35250539,100,100,0,15,0,0,0
1423,35250540,60,60,0,35,0,0,0
1425,35250541,25,25,0,25,0,10,0
1427,35250542,30,30,0,45,10,10,0
1429,35250545,30,30,0,10,0,10,0
1431,35250546,30,30,0,15,0,0,0
1433,35250547,25,25,0,30,0,0,0
1435,35250548,60,60,10,10,0,0,0
1437,35250549,35,35,0,10,0,0,0
1439,35250550,15,15,10,20,0,0,0
1441,35250551,40,40,0,20,0,10,0
1443,35250552,15,15,0,0,0,0,0
1445,35250553,35,35,0,15,0,0,0
1447,35250554,40,40,10,0,0,0,0
1449,35250555,25,25,0,10,0,0,0
1451,35250556,75,75,0,0,0,0,0
1453,35250557,45,45,0,10,0,0,0
1455,35250558,50,50,0,10,0,0,0
1457,35250559,35,35,0,15,0,0,0
1459,35250560,50,50,0,10,0,10,0
1461,35250561,35,35,0,20,0,0,0
1463,35250562,40,40,0,10,0,0,0
1465,35250563,20,20,10,0,0,10,0
1467,35250564,45,45,0,35,0,0,0
1469,35250565,105,105,10,15,0,0,0
1471,35250566,35,35,15,20,0,0,0
1473,35250567,50,50,10,20,0,10,0
1475,35250568,40,40,0,15,0,0,0
1477,35250569,10,10,10,10,0,15,0
1479,35250570,40,40,0,15,0,0,0
1481,35250571,45,45,0,10,0,0,0
1483,35250572,60,60,10,15,0,0,0
1485,35250573,120,120,10,50,10,15,10
1487,35250574,45,45,0,10,0,0,0
1489,35250578,70,70,10,15,0,0,0
1491,35250579,40,40,10,25,10,10,10
1493,35250580,10,10,0,20,0,0,0
1495,35250581,65,65,0,30,0,10,0
1497,35250582,40,40,10,30,0,15,10
1499,35250583,65,65,10,40,0,10,0
1501,35250585,70,70,0,30,0,15,0
1503,35250586,140,140,10,70,10,30,10
1505,35250587,25,25,0,20,0,0,0
1507,35250588,35,35,0,10,0,0,0
1509,35250589,95,95,0,15,0,10,0
1511,35250590,55,55,0,15,0,10,0
1513,35250591,65,65,0,35,0,15,0
1515,35250592,45,45,10,25,0,0,0
1517,35250593,20,20,0,10,0,0,0
1519,35250594,35,35,0,20,10,0,0
1521,35250595,40,40,0,35,0,10,0
1523,35250596,50,50,0,15,10,10,0
1525,35250597,30,30,10,15,0,0,0
1527,35250598,45,45,0,15,0,0,0
1529,35250599,25,25,0,0,0,0,0
1531,35250600,25,25,10,10,0,10,0
1533,35250601,20,20,0,0,0,0,0
1535,35250602,30,30,10,10,0,0,0
1537,35250603,85,85,0,10,0,0,10
1539,35250604,50,50,0,25,0,0,0
1541,35250605,35,35,0,10,0,10,0
1543,35250606,35,35,0,15,0,0,0
1545,35250607,45,45,0,15,0,0,0
1547,35250608,30,30,0,0,0,0,0
1549,35250609,45,45,0,10,0,0,0
1551,35250610,50,50,0,15,0,0,0
1553,35250611,20,20,0,10,0,0,0
1555,35250612,50,50,0,15,0,10,0
1557,35250613,90,90,10,30,0,0,0
1559,35250614,20,20,0,10,0,0,0
1561,35250615,45,45,10,20,0,0,0
1563,35250616,20,20,0,0,0,0,0
1565,35250617,40,40,10,20,0,0,0
1567,35250618,15,15,0,0,0,0,0
1569,35250619,55,55,0,10,0,0,0
1571,35250620,35,35,0,25,0,10,0
1573,35250621,90,90,0,45,0,0,0
1575,35250622,35,35,0,15,0,10,0
1577,35250623,50,50,0,0,0,0,0
1579,35250624,25,25,10,10,0,0,0
1581,35250625,10,10,0,0,0,0,0
1583,35250626,50,50,0,20,0,0,0
1585,35250627,40,40,0,25,0,0,10
1587,35250628,40,40,0,15,0,10,10
1589,35250629,60,60,0,25,0,20,0
1591,35250630,25,25,0,15,0,0,0
1593,35250631,50,50,10,10,0,0,0
1595,35250632,35,35,0,0,0,0,0
1597,35250633,30,30,0,10,0,0,0
1599,35250634,45,45,0,15,0,10,0
1601,35250635,35,35,0,15,0,10,0
1603,35250636,75,75,10,45,10,10,0
1605,35250637,85,85,10,50,0,10,0
1607,35250638,25,25,0,10,0,10,0
1609,35250639,55,55,0,45,0,10,0
1611,35250640,20,20,0,25,0,0,0
1613,35250641,35,35,10,10,0,10,0
1615,35250642,60,60,20,30,0,0,0
1617,35250643,60,60,0,25,0,0,0
1619,35250644,35,35,0,20,10,0,0
1621,35250645,80,80,10,35,0,0,0
1623,35250646,80,80,10,20,0,15,0
1625,35250647,55,55,10,50,0,0,0
1627,35250648,75,75,0,30,0,10,10
1629,35250649,70,70,10,25,0,15,0
1631,35250650,20,20,0,15,0,20,0
1633,35250651,45,45,0,25,0,15,0
1635,35250652,80,80,0,25,10,10,0
1637,35250655,160,160,25,115,0,15,15
1639,35250656,25,25,0,20,10,10,0
1641,35250657,80,80,0,40,0,0,0
1643,35250658,20,20,0,10,0,0,0
1645,35250659,75,75,10,35,0,0,0
1647,35250661,70,70,10,75,10,15,10
1649,35250662,190,190,0,135,10,35,0
1651,35250663,55,55,15,35,0,10,0
1653,35250664,40,40,0,20,0,0,0
1655,35250665,35,35,10,30,10,15,0
1657,35250666,40,40,10,10,0,0,0
1659,35250667,15,15,0,10,0,0,0
1661,35250668,40,40,10,35,0,20,10
1663,35250669,10,10,0,10,0,0,10
1665,35250670,10,10,0,45,0,10,25
1667,35250671,0,0,0,25,0,10,15
1669,35250672,0,0,10,45,0,10,20
1671,35250675,25,25,0,60,0,20,10
1673,35250676,20,20,0,15,0,10,30
1675,35250677,30,30,10,60,0,25,20
1677,35250678,10,10,0,45,30,30,30
1679,35250679,15,15,10,55,20,35,20
1681,35250680,35,35,10,45,0,40,10
1683,35250681,55,55,0,75,10,15,10
1685,35250692,15,15,0,10,0,0,0
1687,35250693,35,35,0,0,0,0,10
1689,35250694,15,15,0,10,0,0,0
1691,35250695,30,30,10,10,0,0,0
1693,35250696,30,30,0,10,0,0,0
1695,35250700,35,35,0,20,0,0,0
1697,35250701,20,20,0,15,0,0,0
1699,35250702,35,35,0,0,0,0,0
1701,35250703,30,30,0,20,0,0,0
1703,35250704,30,30,0,0,0,0,0
1705,35250705,55,55,10,20,0,0,0
1707,35250706,15,15,10,0,0,0,0
1709,35250707,10,10,0,15,0,15,0
1711,35250708,20,20,0,10,0,0,0
1713,35250709,20,20,0,0,0,0,0
1715,35250710,20,20,0,10,0,0,0
1717,35250711,35,35,10,10,0,0,0
1719,35250712,45,45,0,10,0,0,0
1721,35250713,40,40,0,10,0,0,0
1723,35250714,15,15,0,10,0,0,0
1725,35250715,75,75,10,0,0,10,0
1727,35250716,50,50,0,20,0,10,0
1729,35250717,35,35,0,20,0,10,0
1731,35250718,45,45,0,15,0,15,0
1733,35250719,45,45,0,15,0,0,0
1735,35250720,50,50,10,30,0,20,0
1737,35250721,25,25,0,10,0,0,0
1739,35250724,35,35,10,35,0,10,0
1741,35250725,25,25,10,35,0,10,0
1743,35250726,55,55,0,10,0,10,0
1745,35250727,25,25,0,10,0,0,0
1747,35250728,60,60,0,20,0,0,0
1749,35250729,55,55,15,15,0,0,0
1751,35250730,50,50,0,10,0,10,0
1753,35250731,45,45,10,15,0,0,0
1755,35250732,45,45,0,25,0,0,0
1757,35250733,55,55,0,60,0,10,0
1759,35250734,20,20,10,15,0,0,0
1761,35250735,45,45,10,30,0,15,0
1763,35250736,55,55,10,10,0,0,0
1765,35250737,15,15,10,20,0,0,0
1767,35250738,35,35,0,10,0,25,0
1769,35250739,45,45,0,20,0,0,0
1771,35250740,75,75,0,15,0,0,0
1773,35250741,50,50,10,25,0,10,0
1775,35250742,50,50,10,25,0,0,0
1777,35250743,55,55,0,15,0,0,0
1779,35250744,50,50,0,10,0,0,0
1781,35250745,50,50,10,10,0,0,0
1783,35250746,30,30,0,0,0,0,0
1785,35250747,25,25,0,0,0,0,0
1787,35250748,40,40,0,0,0,0,0
1789,35250749,25,25,0,10,0,0,0
1791,35250750,35,35,10,0,0,0,0
1793,35250753,30,30,0,15,0,0,0
1795,35250754,50,50,0,15,0,0,0
1797,35250755,35,35,0,10,0,0,0
1799,35250756,55,55,0,0,0,0,0
1801,35250757,25,25,0,10,0,0,0
1803,35250758,35,35,0,0,0,0,0
1805,35250759,25,25,0,10,0,0,0
1807,35250760,25,25,0,0,0,0,0
1809,35250761,30,30,0,0,0,0,0
1811,35250762,20,20,10,0,0,0,0
1813,35250763,30,30,10,0,0,0,0
1815,35250764,20,20,0,10,0,0,0
1817,35250765,25,25,0,0,0,0,0
1819,35250766,35,35,0,0,0,0,0
1821,35250767,40,40,0,10,0,0,0
1823,35250768,30,30,0,10,0,0,0
1825,35250769,35,35,10,0,0,10,0
1827,35250770,25,25,0,10,0,0,0
1829,35250771,45,45,0,0,0,0,0
1831,35250772,25,25,0,10,0,0,0
1833,35250773,30,30,0,10,0,0,0
1835,35250774,15,15,0,0,0,0,0
1837,35250775,15,15,10,0,0,10,0
1839,35250776,35,35,0,0,0,0,0
1841,35250777,35,35,10,0,0,10,0
1843,35250778,20,20,0,10,0,0,0
1845,35250779,10,10,0,0,10,0,0
1847,35250780,25,25,0,0,0,0,0
1849,35250781,40,40,10,0,0,10,0
1851,35250782,45,45,0,0,0,0,0
1853,35250783,20,20,0,10,0,0,0
1855,35250784,30,30,10,10,0,0,0
1857,35250785,25,25,0,15,0,0,0
1859,35250786,25,25,0,0,0,0,0
1861,35250787,50,50,10,35,0,0,0
1863,35250788,45,45,20,15,0,10,0
1865,35250789,35,35,10,25,0,10,0
1867,35250790,30,30,0,35,0,15,0
1869,35250791,25,25,0,25,0,10,0
1871,35250792,75,75,0,10,0,10,0
1873,35250793,25,25,0,10,0,10,0
1875,35250798,20,20,0,10,0,0,0
1877,35250799,15,15,10,15,0,0,0
1879,35250800,25,25,0,10,0,0,0
1881,35250801,70,70,10,50,0,20,0
1883,35250802,30,30,0,25,0,15,0
1885,35250803,40,40,10,25,0,0,0
1887,35250804,180,180,25,145,25,55,10
1889,35250805,110,110,20,55,10,15,0
1891,35250806,50,50,0,20,0,0,0
1893,35250807,75,75,10,45,0,10,0
1895,35250810,65,65,10,25,0,25,10
1897,35250812,60,60,0,20,0,10,0
1899,35250813,75,75,0,25,0,0,10
1901,35250814,60,60,0,15,0,0,0
1903,35250815,140,140,15,60,10,0,0
1905,35250826,45,45,0,100,10,20,25
1907,35250827,30,30,0,20,0,0,10
1909,35250828,15,15,0,35,0,10,0
1911,35250829,55,55,10,15,0,10,10
1913,35250830,25,25,10,25,0,10,10
1915,35250831,65,65,10,50,0,45,10
1917,35250832,20,20,0,15,0,10,0
1919,35250833,25,25,0,25,0,10,15
1921,35250834,35,35,0,20,10,0,10
1923,35250835,45,45,0,25,0,10,10
1925,35250836,40,40,10,30,0,10,0
1927,35250843,80,80,10,50,15,20,10
1929,35250845,100,100,15,35,0,0,0
1931,35250846,60,60,15,0,0,0,0
1933,35250847,55,55,0,20,0,0,0
1935,35250848,65,65,0,90,10,65,15
1937,35250849,125,125,30,75,0,20,0
1939,35250850,100,100,0,45,0,10,0
1941,35250851,120,120,15,70,10,50,0
1943,35250852,100,100,10,70,10,25,0
1945,35250853,50,50,0,40,0,10,10
1947,35250854,85,85,15,95,0,30,0
1949,35250855,50,50,15,100,10,70,30
1951,35250857,45,45,0,20,0,10,0
1953,35250859,50,50,0,25,0,15,0
1955,35250860,135,135,10,125,0,25,15
1957,35250861,50,50,0,40,10,0,0
1959,35250862,35,35,0,35,10,15,10
1961,35250863,35,35,0,20,0,10,0
1963,35250864,40,40,0,20,0,10,0
1965,35250865,60,60,15,20,10,0,0
1967,35250866,55,55,0,35,0,10,0
1969,35250867,45,45,10,30,10,10,0
1971,35250868,25,25,0,15,10,10,0
1973,35250869,35,35,0,50,0,10,0
1975,35250870,50,50,25,35,10,25,0
1977,35250871,45,45,10,30,10,15,0
1979,35250872,45,45,10,75,0,40,0
1981,35250873,50,50,10,50,0,10,0
1983,35250874,70,70,10,45,0,10,0
1985,35250875,65,65,10,55,0,10,0
1987,35250876,35,35,0,15,10,10,0
1989,35250877,40,40,0,45,0,10,0
1991,35250878,75,75,0,25,0,15,10
1993,35250879,50,50,0,35,0,10,0
1995,35250880,35,35,0,35,0,10,0
1997,35250881,40,40,10,15,0,10,0
1999,35250882,90,90,0,50,0,10,0
2001,35250883,55,55,10,40,0,10,0
2003,35250884,45,45,10,65,10,0,0
2005,35250885,40,40,0,45,0,25,0
2007,35250886,60,60,0,40,0,10,0
2009,35250887,50,50,10,50,0,20,0
2011,35250888,45,45,0,25,0,15,0
2013,35250889,50,50,0,40,0,10,0
2015,35250890,45,45,0,35,10,10,10
2017,35250891,65,65,10,20,0,20,0
2019,35250892,265,265,20,165,0,45,15
2021,35250893,40,40,0,30,0,0,10
2023,35250894,45,45,0,20,0,0,0
2025,35250895,75,75,10,30,0,0,10
2027,35250896,30,30,10,0,0,0,0
2029,35250897,40,40,0,30,0,0,10
2031,35250898,30,30,0,25,0,10,0
2033,35250899,40,40,0,10,0,0,0
2035,35250900,20,20,0,20,0,0,0
2037,35250901,60,60,0,35,0,0,0
2039,35250902,60,60,0,15,0,0,0
2041,35250903,45,45,10,45,10,0,0
2043,35250904,55,55,0,40,0,0,0
2045,35250905,55,55,10,20,0,10,0
2047,35250906,50,50,0,25,0,10,0
2049,35250907,40,40,0,20,0,0,0
2051,35250908,25,25,0,40,0,10,15
2053,35250909,165,165,15,145,15,50,40
2055,35250910,100,100,10,125,0,35,20
2057,35250911,45,45,0,75,10,30,0
2059,35250912,70,70,10,60,15,20,0
2061,35250913,45,45,0,45,15,20,10
2063,35250914,30,30,10,40,0,20,0
2065,35250918,170,170,15,95,0,40,15
2067,35250919,55,55,0,30,0,10,0
2069,35250920,120,120,10,80,0,20,0
2071,35250921,70,70,10,20,0,10,0
2073,35250922,70,70,0,25,10,10,0
2075,35250923,55,55,0,25,0,0,0
2077,35250924,45,45,0,10,0,0,0
2079,35250925,65,65,0,15,0,10,0
2081,35250928,40,40,10,20,10,10,0
2083,35250929,40,40,15,45,0,0,0
2085,35250930,45,45,10,25,0,0,0
2087,35250931,50,50,0,25,10,0,0
2089,35250932,30,30,0,10,0,0,0
2091,35250933,70,70,0,0,0,10,0
2093,35250934,50,50,0,20,0,0,0
2095,35250935,100,100,0,25,0,0,0
2097,35250936,45,45,0,25,0,10,0
2099,35250937,100,100,0,55,10,30,20
2101,35250938,65,65,10,35,0,10,0
2103,35250939,45,45,10,50,0,20,0
2105,35250940,45,45,10,15,0,25,10
2107,35250941,85,85,0,50,0,10,20
2109,35250942,25,25,0,30,0,0,0
2111,35250943,100,100,0,55,0,45,0
2113,35250944,45,45,10,35,0,10,0
2115,35250945,65,65,0,60,0,10,0
2117,35250946,50,50,0,65,0,15,0
2119,35250947,65,65,15,40,0,25,0
2121,35250948,125,125,10,110,0,30,0
2123,35250949,40,40,10,35,0,10,0
2125,35250950,70,70,0,20,0,0,0
2127,35250951,55,55,10,35,0,10,10
2129,35250952,200,200,0,175,0,55,10
2131,35250953,20,20,0,0,0,10,10
2133,35250954,25,25,0,25,0,0,0
2135,35250955,0,0,0,0,0,0,0
2137,35250956,30,30,0,30,0,15,0
2139,35250957,30,30,0,15,0,0,0
2141,35250958,25,25,0,30,0,0,0
2143,35250959,30,30,0,20,0,0,0
2145,35250960,15,15,0,10,0,0,0
2147,35250961,20,20,0,15,10,0,0
2149,35250962,60,60,0,70,0,15,10
2151,35250963,200,200,10,180,10,95,45
2153,35250964,65,65,0,45,10,25,10
2155,35250965,25,25,0,25,0,15,0
2157,35250966,0,0,0,0,0,0,0
2159,35250967,35,35,0,45,0,15,10
2161,35250968,40,40,10,50,0,0,0
2163,35250969,40,40,0,20,0,0,0
2165,35250970,10,10,10,35,0,0,0
2167,35250971,40,40,0,30,0,0,0
2169,35250972,15,15,10,10,0,0,0
2171,35250973,35,35,10,10,0,10,0
2173,35250974,60,60,0,10,0,0,0
2175,35250975,35,35,0,30,0,0,0
2177,35250976,30,30,0,10,0,0,0
2179,35250978,245,245,0,80,10,30,0
2181,35250980,40,40,0,10,0,0,10
2183,35250981,165,165,30,210,0,45,10
2185,35250982,0,0,0,10,0,10,0
2187,35250983,55,55,0,15,0,10,0
2189,35250985,135,135,0,65,10,15,0
2191,35250986,105,105,10,135,40,70,40
2193,35250987,95,95,0,45,0,0,0
2195,35250988,55,55,0,45,15,10,10
2197,35250989,130,130,10,30,10,0,0
2199,35250990,35,35,0,15,0,0,0
2201,35250991,50,50,0,30,10,15,0
2203,35250992,30,30,0,35,0,10,0
2205,35250993,20,20,0,10,0,0,0
2207,35250994,75,75,10,85,10,30,0
2209,35250995,100,100,10,70,0,15,10
2211,35250996,110,110,15,75,0,20,10
2213,35250997,95,95,10,30,10,15,0
2215,35250998,60,60,15,55,0,15,0
2217,35250999,55,55,10,90,40,35,15
2219,35251000,20,20,0,40,0,10,0
2221,35251001,80,80,0,10,10,10,0
2223,35251002,40,40,10,65,0,20,0
2225,35251003,25,25,0,45,0,15,10
2227,35251004,70,70,0,30,0,10,0
2229,35251005,60,60,0,115,0,20,10
2231,35251006,65,65,0,80,0,25,15
2233,35251007,75,75,0,85,0,20,10
2235,35251008,40,40,0,30,0,10,0
2237,35251009,90,90,10,65,0,10,10
2239,35251010,55,55,10,50,0,15,0
2241,35251011,65,65,0,25,0,20,0
2243,35251012,45,45,0,35,0,10,0
2245,35251013,105,105,15,20,0,10,0
2247,35251014,30,30,0,20,0,0,0
2249,35251015,70,70,0,35,0,0,0
2251,35251016,35,35,0,20,0,0,0
2253,35251017,45,45,0,20,0,0,0
2255,35251018,55,55,0,30,10,0,0
2257,35251019,25,25,0,25,0,0,0
2259,35251020,75,75,0,80,10,15,0
2261,35251021,95,95,10,45,0,15,0
2263,35251022,85,85,10,165,10,45,0
2265,35251023,85,85,10,120,0,0,0
2267,35251024,105,105,10,90,10,10,15
2269,35251025,25,25,15,10,0,0,0
2271,35251026,45,45,10,25,0,10,0
2273,35260307,70,70,0,60,10,15,0
2275,35260309,170,170,0,90,0,15,0
2277,35260310,45,45,0,10,0,0,0
2279,35260311,85,85,10,35,10,30,10
2281,35260313,70,70,0,10,0,0,0
2283,35260314,55,55,0,50,0,0,0
2285,35260315,40,40,0,40,10,10,0
2287,35260316,65,65,0,20,0,0,0
2289,35260317,45,45,0,10,0,0,0
2291,35260318,35,35,10,20,0,0,0
2293,35260319,50,50,10,30,0,0,0
2295,35260320,40,40,0,10,0,0,0
2297,35260321,35,35,0,20,0,0,0
2299,35260322,55,55,0,30,0,10,0
2301,35260323,40,40,10,35,0,25,0
2303,35260324,60,60,0,50,10,0,10
2305,35260325,40,40,0,10,0,0,0
2307,35260326,50,50,0,35,0,0,0
2309,35260327,15,15,0,30,10,10,0
2311,35260328,35,35,0,30,0,10,0
2313,35260330,40,40,0,45,0,0,0
2315,35260332,30,30,10,20,10,10,0
2317,35260333,75,75,0,15,0,10,0
2319,35260334,35,35,10,15,10,10,0
2321,35260335,170,170,10,140,0,20,10
2323,35260336,175,175,25,90,10,20,10
2325,35260337,30,30,0,10,0,0,0
2327,35260338,160,160,0,150,10,35,0
2329,35260339,45,45,0,40,0,10,0
2331,35260340,100,100,0,25,0,20,0
2333,35260341,40,40,0,15,0,0,0
2335,35260342,35,35,0,20,0,0,10
2337,35260734,160,160,10,80,0,10,0
2339,35260828,45,45,0,20,10,0,0
2341,35260829,50,50,0,30,0,0,0
2343,35260830,80,80,0,55,10,30,0
2345,35260831,70,70,15,35,0,0,0
2347,35260832,70,70,0,60,0,15,10
2349,35260833,80,80,10,70,15,15,0
